age,workclass,fnlwgt,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country
32,2,194426,13,2,12,0,4,1,15024,0,40,39
40,6,70645,10,2,14,5,4,0,0,0,20,39
55,3,141807,13,2,11,0,4,1,0,0,60,39
66,6,112871,7,4,14,1,4,1,0,0,30,39
52,5,71344,14,2,9,0,4,1,0,0,40,39
21,5,341410,10,4,0,1,4,0,0,0,15,39
33,2,118941,13,2,3,5,4,0,0,0,40,39
52,6,159755,11,2,14,0,4,1,0,0,50,39
27,4,229125,7,2,2,0,4,1,0,0,40,39
42,1,142756,13,0,9,1,4,0,0,0,50,39
27,3,243871,10,4,0,3,4,0,0,0,45,39
47,2,213140,11,2,2,0,4,1,7688,0,40,39
19,2,196857,9,4,7,1,4,0,0,0,40,39
46,2,138626,10,2,2,0,4,1,0,0,40,39
55,4,161334,9,6,7,1,4,0,0,0,25,27
32,2,115631,10,4,0,1,4,0,4101,0,50,39
28,2,185957,9,2,0,5,4,0,0,0,40,39
23,2,334357,9,4,0,3,2,0,0,0,40,39
43,2,96102,14,3,3,1,4,1,0,0,50,39
34,2,213226,13,2,9,0,4,1,0,0,40,20
19,2,115248,10,4,0,1,1,1,0,0,40,40
37,2,185061,10,2,3,0,1,1,0,0,55,39
27,2,147638,13,4,0,2,1,0,0,0,40,17
18,2,280298,9,4,11,3,4,0,0,0,24,39
31,2,163516,10,6,0,4,4,0,0,0,40,39
49,2,277434,9,2,13,0,4,1,0,0,50,39
26,0,206983,15,2,9,0,4,1,0,0,60,4
48,2,108993,9,2,2,0,4,1,0,0,45,39
39,2,288551,9,2,2,0,2,1,0,0,40,39
41,2,176069,9,5,6,4,4,0,0,0,40,39
48,5,183486,11,0,9,4,4,0,0,0,56,39
40,2,163215,13,0,3,1,4,0,10520,0,40,39
70,2,94692,13,2,11,0,4,1,0,0,70,39
20,2,118462,9,4,5,3,4,1,0,0,43,39
37,4,243587,10,5,7,3,4,0,0,0,40,5
49,2,23074,10,6,3,1,4,0,0,0,40,39
51,2,237735,9,2,5,0,4,1,3103,0,40,39
38,2,284166,15,4,9,1,4,1,0,0,50,39
18,6,423460,7,4,14,3,4,1,0,0,36,39
34,2,509364,9,2,2,0,4,1,0,0,40,39
62,6,139391,10,2,14,0,4,1,0,0,24,39
33,2,91964,10,4,0,4,4,1,0,0,40,39
31,2,117526,10,4,4,1,4,0,0,0,45,39
64,2,91343,10,6,12,4,4,0,0,0,40,39
26,1,336969,13,2,9,0,4,1,0,0,28,8
55,2,255364,10,2,9,0,4,1,0,0,40,39
61,1,167670,13,3,9,1,4,1,0,0,40,39
37,2,211494,9,2,12,0,4,1,0,0,40,39
27,0,409815,10,4,0,4,2,0,0,0,40,39
49,2,188823,9,0,9,1,4,1,0,0,42,39
55,5,146326,14,2,9,0,4,1,7688,0,45,39
42,2,154374,13,2,13,0,4,1,0,0,58,39
22,6,216563,9,4,14,2,4,0,0,0,40,39
61,2,197286,5,2,2,0,4,1,0,0,40,39
64,4,100722,13,2,0,0,4,1,0,0,5,39
46,1,377622,9,2,7,0,4,1,0,0,40,39
24,2,145964,13,4,3,1,4,1,0,0,40,39
27,2,358636,10,2,2,0,4,1,2829,0,70,39
47,2,155489,9,2,13,0,4,1,7688,0,55,39
18,2,57413,10,0,7,3,4,1,0,0,15,39
48,2,320421,9,2,11,0,4,1,0,0,50,39
50,4,174752,9,0,4,1,4,1,0,0,40,39
40,5,229364,14,0,9,1,4,0,0,0,45,39
56,4,157486,6,0,11,3,4,1,0,0,40,39
34,2,92682,9,4,0,1,4,0,4865,0,40,39
56,0,101338,13,2,11,0,4,1,0,0,40,39
18,2,132652,7,4,7,3,4,1,0,0,20,39
21,2,34616,10,4,7,3,4,0,0,0,25,39
40,2,218903,9,0,12,4,4,0,0,0,40,39
27,1,204098,9,2,5,2,4,1,0,0,50,39
52,4,64045,15,2,9,0,4,1,99999,0,45,39
46,2,189763,9,0,11,1,4,0,0,0,30,39
23,2,26248,9,4,0,3,4,0,0,0,40,39
50,2,92079,10,2,12,0,4,1,0,0,45,39
19,2,280071,10,4,6,2,4,1,0,0,50,39
20,2,224059,9,4,7,1,4,1,0,0,40,39
39,2,185520,10,0,3,1,4,0,8614,0,40,39
24,2,265567,7,4,2,3,4,1,0,0,35,39
72,2,106890,11,6,0,1,4,0,0,0,40,39
42,5,39586,14,2,9,5,4,0,0,0,20,39
42,2,153132,13,0,11,4,4,1,0,0,45,0
51,2,209912,13,0,3,1,0,1,0,0,50,39
39,2,144169,9,2,11,0,4,1,0,0,50,39
40,1,50442,10,4,0,4,0,0,2977,0,35,39
34,2,89644,10,2,11,0,4,1,0,0,55,39
19,2,275889,7,4,5,3,4,1,0,0,40,26
26,2,231638,9,4,3,3,4,0,0,0,40,39
45,1,224474,13,0,9,4,4,0,4934,0,50,39
28,2,355259,14,4,9,1,4,0,0,0,40,39
30,0,68330,13,4,9,1,4,1,0,0,40,39
32,2,185410,9,4,0,1,4,0,0,0,40,39
19,2,87653,10,4,7,3,4,0,0,0,25,39
21,2,286853,9,4,7,3,4,1,0,0,35,39
54,2,96710,9,2,8,2,2,0,0,0,20,39
62,2,160143,15,2,9,0,4,1,0,0,30,39
25,2,186925,10,4,7,1,4,1,2597,0,48,39
49,3,109705,10,0,3,4,4,0,0,0,32,39
32,2,94235,9,2,2,0,4,1,0,0,40,39
26,2,225279,10,4,9,1,4,1,0,1602,40,0
37,1,297449,9,2,10,0,4,1,0,0,40,39
58,2,205896,9,0,11,2,4,0,0,0,40,39
37,2,93717,10,2,0,5,4,0,7298,0,45,39
41,2,194710,9,4,3,1,4,0,0,0,40,39
38,2,236391,13,2,3,0,4,1,7688,0,40,39
47,5,189123,9,2,7,0,4,1,0,0,40,39
42,2,358677,9,0,7,4,2,1,0,0,35,39
30,5,199539,9,2,0,0,4,1,0,1902,40,39
43,2,128170,10,2,11,0,4,1,7688,0,40,39
34,2,231238,9,2,6,0,2,1,0,0,40,39
57,2,296152,10,0,3,2,4,0,594,0,10,39
46,2,166003,7,2,6,0,4,1,0,0,40,39
32,2,281437,10,2,13,0,4,1,0,0,55,39
20,2,190231,5,4,6,3,4,0,0,0,11,27
47,2,122026,11,0,11,1,4,1,0,0,50,39
55,6,205527,9,0,14,1,4,1,0,0,20,39
43,2,125461,13,2,11,0,4,1,0,0,65,39
24,2,211345,10,4,7,3,4,0,0,0,40,26
43,1,147328,14,2,3,0,4,1,0,1977,60,39
22,2,222993,9,4,5,3,4,1,0,0,40,39
40,2,225978,10,5,3,1,2,1,0,0,40,39
48,2,121124,9,2,3,0,4,1,0,0,50,39
56,6,656036,9,2,14,0,4,1,0,0,25,39
34,6,346762,7,0,14,3,4,1,0,0,84,39
51,2,234057,9,2,2,0,4,1,0,0,45,39
24,0,306515,9,4,0,1,4,0,0,0,40,39
19,2,116562,9,4,7,3,4,0,0,0,40,39
34,2,171159,10,0,0,4,4,0,0,0,30,39
24,2,199011,9,4,2,3,4,1,0,0,40,39
41,2,443508,13,2,13,0,4,1,0,0,48,2
24,2,29810,9,0,11,1,4,0,0,0,38,39
22,1,238831,10,4,10,3,4,1,0,0,40,39
32,0,566117,10,0,0,4,4,0,0,0,40,39
41,2,255044,13,0,3,1,4,0,0,0,55,39
20,2,436253,10,4,7,3,4,1,0,0,35,39
31,2,300687,9,4,7,1,2,1,0,0,40,39
55,2,144071,13,2,12,0,4,1,0,0,18,39
49,5,133917,16,2,9,0,2,1,0,1902,60,0
26,2,188767,13,4,11,3,4,1,0,0,40,39
27,4,300777,9,0,13,1,4,1,0,0,70,39
35,2,26987,9,5,0,1,4,0,0,0,40,39
40,2,174395,9,0,7,1,4,1,0,0,60,12
59,2,90290,10,2,9,0,4,1,0,0,34,39
61,2,183735,10,2,11,0,4,1,0,0,45,39
31,2,123273,9,4,11,3,2,0,0,0,40,39
43,0,186916,14,0,10,1,4,1,0,0,60,39
54,2,178251,12,6,0,4,4,0,0,0,30,39
30,2,255885,10,2,11,0,4,1,0,0,50,39
20,2,64292,10,4,11,1,4,0,0,0,50,39
27,5,194773,14,4,9,1,4,0,0,0,50,11
44,3,133060,10,0,6,1,4,1,0,0,60,39
64,2,258006,10,6,0,1,4,0,0,0,40,5
55,2,92215,9,0,0,1,4,0,0,0,40,39
34,2,33945,9,0,2,1,4,1,6849,0,55,39
61,2,153048,9,6,11,1,4,0,0,0,35,39
28,2,192200,13,2,9,0,4,1,0,0,40,0
34,2,355571,9,0,6,4,2,0,0,0,40,39
47,3,139268,15,2,9,0,4,1,0,1977,60,39
26,2,34402,13,4,0,1,4,1,0,0,45,39
35,2,25955,7,4,7,4,0,1,0,0,40,39
36,2,209609,13,2,9,0,4,1,0,0,38,39
47,2,168283,13,2,9,0,4,1,0,0,40,39
17,2,295488,7,4,7,3,2,0,0,0,25,39
35,2,190895,10,2,9,0,4,1,0,0,60,39
33,2,164190,14,4,9,3,4,1,0,0,20,39
25,2,216010,12,2,0,5,4,0,0,0,40,39
18,2,387568,6,4,11,3,4,1,0,0,10,39
47,5,188386,14,5,9,1,4,1,0,0,38,39
44,2,174491,9,6,7,4,2,0,0,0,30,39
41,2,31221,9,0,7,4,4,0,0,0,30,39
30,2,272451,13,4,0,1,4,0,0,0,40,39
53,4,152652,10,2,4,0,4,1,0,0,50,39
53,2,104413,9,6,7,4,2,0,0,0,20,39
40,2,105936,9,2,11,5,4,0,5013,0,20,39
24,2,379066,10,4,0,1,4,1,0,2205,24,39
27,2,214858,13,4,11,3,4,1,0,0,40,39
36,2,158592,7,2,2,0,4,1,0,0,50,39
41,2,23646,14,4,9,1,4,0,0,0,40,39
31,2,169240,9,4,7,1,4,0,0,0,40,39
32,0,454508,13,2,3,0,4,1,0,0,40,39
22,2,130356,10,4,6,3,4,1,0,0,48,39
22,2,427686,6,0,2,3,4,1,0,0,40,39
18,1,36411,8,4,9,3,4,1,0,0,30,39
39,2,548510,13,2,9,0,2,1,0,0,30,39
38,2,187264,9,2,3,5,4,0,0,0,55,39
35,5,140752,9,2,2,0,4,1,0,0,40,39
23,2,325596,10,4,6,1,4,1,0,0,40,39
54,4,175804,13,2,3,0,4,1,0,0,40,39
36,2,107302,14,2,9,0,4,1,0,0,60,39
63,1,41161,9,2,3,0,4,1,0,0,55,39
39,2,401832,10,2,3,0,4,1,0,0,48,39
57,4,353808,10,2,11,0,4,1,0,0,60,39
58,3,349910,15,2,9,0,4,1,0,1977,50,39
29,2,161478,13,4,0,1,1,0,0,0,40,24
17,2,400225,7,4,11,3,4,0,0,0,20,39
40,2,367533,9,0,2,1,4,1,0,0,40,39
69,4,69306,10,2,7,5,4,0,0,0,15,39
28,2,270366,6,0,11,1,4,0,0,0,40,39
38,2,103751,5,2,2,0,4,1,0,0,40,39
44,2,75227,15,4,9,1,4,1,14084,0,40,39
45,1,132563,15,0,9,4,2,0,0,1726,40,39
33,5,79580,13,2,0,0,2,1,0,0,40,39
41,1,344624,10,2,7,0,4,1,0,1485,40,39
37,3,186359,9,2,11,0,4,1,7688,0,60,39
50,2,121685,10,2,11,0,4,1,0,0,45,39
48,2,75104,13,2,9,0,4,1,0,0,50,39
26,6,188343,9,4,14,4,2,0,0,0,40,39
36,2,246449,10,2,3,0,4,1,0,0,60,39
21,2,85088,10,4,7,3,4,0,0,0,37,39
37,2,545483,12,2,4,0,4,1,0,0,40,39
20,5,243986,10,4,9,3,4,0,0,0,20,39
54,4,32778,9,2,11,5,4,0,0,0,30,39
28,2,369114,9,5,11,2,4,0,0,0,40,39
27,2,217200,10,4,9,1,4,1,0,0,40,39
33,2,149220,11,4,7,4,2,0,0,0,40,39
46,6,162034,9,2,14,0,4,1,0,0,40,39
28,6,157813,7,0,14,4,4,0,0,0,58,2
17,6,179715,6,4,14,3,4,1,0,0,40,39
40,4,335549,15,4,9,1,4,1,0,2444,45,39
47,2,102308,14,2,11,0,4,1,0,0,40,39
25,2,98281,8,4,5,4,4,1,0,0,43,39
35,2,115792,13,2,9,0,4,1,0,0,55,39
29,2,277788,10,2,11,5,4,0,0,0,25,39
30,2,103435,9,0,6,4,4,1,0,0,40,39
30,2,37646,10,2,5,0,4,1,0,0,40,39
25,4,210278,13,4,9,3,4,1,0,0,30,39
28,2,335357,9,4,5,3,2,1,0,0,40,39
43,4,272165,5,2,2,0,4,1,0,0,40,39
47,1,148995,9,2,10,0,4,1,0,0,60,39
46,4,113434,13,2,2,0,4,1,0,0,40,39
41,5,132551,14,0,9,4,4,0,0,0,35,39
38,0,115433,12,2,0,5,4,0,7688,0,33,39
29,2,227890,9,4,10,2,2,1,0,0,40,39
56,2,250873,7,2,2,0,4,1,0,0,45,39
22,2,148187,7,4,7,2,4,1,0,0,40,39
31,2,159322,9,4,5,2,4,1,0,0,40,39
28,2,334368,10,5,0,1,4,0,0,0,40,39
53,2,196328,13,2,3,0,2,1,0,0,40,39
45,2,270842,14,0,3,1,4,0,0,0,50,39
65,6,327154,9,6,14,4,4,0,0,0,40,39
39,2,188391,9,2,2,0,4,1,7298,0,50,39
19,0,30559,9,1,11,5,4,0,0,0,40,39
34,1,255098,13,0,9,4,4,0,0,0,40,39
36,2,248010,9,2,0,0,4,1,0,0,45,39
40,2,174515,9,3,7,3,4,0,0,0,40,39
56,2,193130,15,2,3,0,4,1,0,0,16,39
21,2,108670,9,4,9,1,4,0,0,0,40,39
48,2,186172,13,2,3,0,4,1,0,0,45,39
45,2,348854,10,5,0,4,4,0,0,0,27,39
46,2,271828,9,2,6,0,4,1,0,0,40,39
64,2,148606,6,5,7,1,4,0,0,0,35,39
29,1,123983,14,4,9,3,1,1,0,0,40,36
22,2,24896,9,0,12,4,4,0,0,0,30,11
47,2,573583,9,2,13,0,4,1,0,0,48,22
67,3,106175,13,2,3,0,4,1,0,2392,75,39
43,2,307767,9,2,5,0,4,1,0,0,40,39
42,2,200574,10,2,11,0,4,1,0,0,40,39
31,2,59083,10,2,7,0,4,1,0,1672,50,39
53,2,358056,7,0,7,4,4,0,0,0,40,39
33,1,262042,9,0,0,3,4,0,0,1138,40,39
17,2,206010,8,4,7,3,4,0,0,0,8,39
55,3,183869,15,2,3,0,4,1,0,0,50,0
28,2,159001,9,4,5,3,4,1,0,0,30,39
24,2,155818,10,4,11,3,4,0,0,0,40,39
40,2,96055,9,5,0,4,4,0,0,0,45,39
30,1,131776,14,4,0,1,4,0,0,0,40,39
24,2,228613,7,4,6,4,4,0,0,0,40,39
26,2,198163,14,2,11,5,4,0,0,0,40,39
38,2,37028,10,0,11,4,4,0,0,0,38,39
30,2,177304,9,2,12,0,4,1,0,0,40,39
33,2,144064,13,2,3,0,4,1,0,0,50,39
40,2,146659,9,2,11,0,4,1,0,0,60,39
63,4,26904,9,2,4,0,4,1,0,0,98,39
56,2,170148,9,0,2,4,2,1,0,0,40,39
42,4,27821,11,2,3,0,4,1,0,0,60,39
40,2,220460,9,4,2,1,4,1,0,0,40,2
49,2,101320,12,2,11,5,4,0,0,1902,40,39
35,2,173858,9,3,2,1,1,1,0,0,40,0
52,2,91048,9,0,6,3,2,0,0,0,35,39
28,2,298696,13,4,0,3,4,0,0,0,40,39
35,2,207202,6,2,13,0,4,1,0,0,70,39
21,6,230397,10,4,14,3,4,0,0,0,5,39
43,4,180599,9,4,2,1,4,1,0,0,35,39
32,6,199046,11,4,14,4,4,0,0,0,2,39
29,4,132686,15,4,9,3,4,1,0,0,50,22
23,2,240063,13,4,6,3,4,1,0,0,25,39
50,1,177705,10,2,0,0,4,1,0,1740,48,39
34,2,511361,10,4,7,3,2,1,0,0,40,39
19,2,89397,9,4,7,3,4,1,0,0,40,39
47,2,239439,7,2,6,5,2,0,0,0,40,39
37,4,36989,10,2,4,0,4,1,0,0,40,39
25,2,76978,9,4,11,4,2,0,0,0,35,39
75,2,200068,10,2,3,0,4,1,0,0,35,39
24,2,454941,9,2,2,0,4,1,0,0,40,39
28,5,107218,13,4,12,3,1,1,0,0,20,39
17,1,182070,7,4,7,3,4,0,0,0,16,39
31,2,176360,9,4,2,3,2,1,0,0,40,39
18,6,297396,9,4,14,3,4,1,0,0,10,39
45,2,84790,13,2,9,0,4,1,0,0,55,39
31,2,186787,9,4,2,3,4,1,0,0,42,39
27,2,169662,13,2,9,0,4,1,0,0,42,39
48,2,125933,10,6,3,4,2,0,0,1669,38,39
22,6,35448,9,2,14,5,4,0,0,0,22,39
34,2,225548,13,2,10,0,2,1,0,0,30,39
26,2,240842,9,4,6,4,2,0,0,0,40,39
53,2,103931,10,2,9,0,4,1,0,0,40,39
60,2,232618,13,2,3,0,4,1,0,0,35,39
49,1,288548,14,5,9,4,4,0,0,0,50,39
40,2,220609,10,0,3,1,4,0,0,0,40,39
48,3,26145,6,2,4,0,4,1,0,0,80,39
23,2,268525,13,4,9,1,4,1,0,0,50,39
42,2,121264,11,2,9,0,4,1,0,0,40,39
37,4,29814,9,4,4,3,4,1,0,0,85,39
27,2,193701,9,4,2,3,4,0,0,0,45,39
38,2,183279,10,2,3,0,4,1,0,0,44,39
27,2,163942,9,4,2,1,4,1,0,0,35,21
75,2,188612,9,6,0,1,4,0,0,0,40,39
49,3,102771,13,2,11,0,4,1,0,0,52,39
27,2,85625,10,4,11,1,4,1,0,0,20,39
36,4,245090,13,4,4,1,4,1,0,0,50,26
36,2,131239,13,2,9,0,4,1,3103,0,45,39
35,2,182074,9,0,5,3,4,1,0,0,35,39
36,2,187046,9,2,11,0,4,1,0,0,40,39
53,2,90624,7,2,2,0,2,1,0,0,40,39
27,2,37933,10,4,0,4,2,0,0,0,40,39
34,2,182177,9,0,2,1,4,1,3325,0,35,39
61,2,716416,10,2,11,0,4,1,0,0,44,39
29,2,190562,9,0,6,4,4,1,0,0,56,39
40,5,141583,10,0,0,4,2,0,0,0,35,39
37,2,98941,14,4,3,1,4,1,0,0,40,39
22,2,201729,5,4,5,2,4,1,0,0,30,39
43,3,175485,10,2,3,0,4,1,0,0,40,39
55,4,149168,9,2,4,0,4,1,0,0,30,39
28,2,115971,10,0,0,4,4,0,0,0,40,39
23,2,161708,13,4,7,3,4,0,0,0,30,39
64,1,244903,7,2,2,0,2,1,0,0,40,39
46,2,155664,10,4,5,1,4,1,0,0,40,39
29,2,112754,10,4,2,3,4,1,0,0,40,39
44,2,178385,14,2,3,0,1,1,0,0,48,19
20,2,44064,10,4,9,3,4,1,0,0,25,39
62,4,120939,10,0,11,1,4,1,0,0,40,39
49,2,165134,11,4,3,4,4,0,0,0,35,4
29,2,100405,6,2,4,5,0,0,0,0,40,39
35,4,361888,13,2,11,0,4,1,0,0,60,24
39,1,167864,7,2,13,0,4,1,0,0,30,39
39,2,202950,13,4,3,1,4,1,0,0,45,39
37,2,218188,9,0,6,2,4,0,0,0,32,39
38,2,234962,9,2,5,0,4,1,2829,0,30,26
72,6,177226,9,2,14,0,4,1,0,0,8,39
38,2,34996,10,5,7,4,4,0,0,0,40,39
33,2,112584,10,0,11,1,4,0,0,0,25,39
25,2,117589,12,4,0,1,4,0,0,0,40,39
19,6,145234,10,4,14,3,4,1,0,0,30,39
37,2,267086,11,0,12,4,4,0,0,0,52,39
49,2,44434,10,0,12,2,4,1,0,0,35,39
26,2,96130,9,4,2,2,4,1,0,0,40,39
35,2,181382,9,2,2,0,4,1,0,0,43,39
44,3,168845,9,2,11,5,4,0,0,0,60,39
37,2,271767,14,5,3,1,4,1,0,0,45,39
42,2,194636,13,2,9,0,4,1,0,0,45,39
64,5,194894,16,4,9,1,4,0,4787,0,40,39
28,2,132686,9,2,5,0,4,1,0,0,40,39
35,4,185848,9,4,3,1,4,1,4650,0,50,39
40,5,184378,13,2,0,0,4,1,0,0,40,39
55,0,270859,13,2,9,0,4,1,0,0,40,39
21,2,231866,9,4,4,3,4,1,0,0,65,39
49,2,36032,10,4,3,1,2,0,0,0,40,39
51,5,172962,16,2,9,0,4,1,0,0,40,39
57,2,98350,15,2,2,0,1,1,0,1902,40,30
51,2,24185,13,2,2,0,4,1,0,0,40,39
38,2,53930,6,4,2,1,2,1,0,0,40,0
24,2,85088,9,4,11,3,4,0,0,1762,32,39
45,4,94962,9,2,2,0,4,1,0,0,40,9
28,2,480861,9,2,6,0,4,1,0,0,45,39
42,3,187702,15,2,9,0,4,1,0,2415,60,39
22,2,52262,10,4,7,1,4,1,0,0,40,39
28,5,52636,14,2,3,0,4,1,0,0,40,39
60,2,175273,9,6,6,4,4,0,0,0,40,39
31,2,327825,9,5,6,4,4,0,0,2238,40,39
47,2,125892,10,2,2,0,4,1,0,0,75,39
40,6,78255,9,0,14,1,4,1,0,0,25,39
30,2,398827,9,1,0,0,4,1,0,0,60,39
61,2,208919,14,2,11,0,4,1,0,0,60,39
71,1,365996,13,6,9,4,4,0,0,0,6,39
42,2,307638,9,0,0,3,4,0,0,0,40,39
44,1,33068,8,2,2,0,4,1,0,0,55,39
46,4,254291,10,2,11,0,4,1,0,0,60,39
50,1,125417,15,4,3,1,2,0,0,0,52,39
27,5,28848,13,4,9,1,4,1,0,0,9,39
40,6,273425,11,2,14,0,4,1,0,0,15,39
21,2,194723,10,4,0,2,4,0,0,0,40,26
25,2,195118,9,4,5,2,4,1,0,0,35,39
54,2,220115,10,0,0,1,4,1,0,0,30,39
31,2,265706,13,4,11,1,4,1,0,0,40,39
53,4,279129,10,2,4,0,4,1,0,0,30,39
39,3,122742,12,2,3,0,4,1,15024,0,55,39
57,3,172654,15,2,13,0,4,1,15024,0,50,39
48,2,119199,13,0,11,4,4,0,0,0,44,39
30,2,107793,10,2,13,0,4,1,0,0,56,39
35,2,237943,9,2,5,0,4,1,0,0,60,39
42,4,64632,9,2,3,0,4,1,0,0,50,39
34,4,96245,9,2,6,0,4,1,0,0,40,39
59,2,361494,9,2,11,0,4,1,0,0,40,39
69,1,122850,6,2,3,0,4,1,0,0,20,39
29,2,173652,10,4,0,3,4,0,0,0,40,39
40,2,164663,9,2,13,0,4,1,0,0,40,39
21,2,98678,10,4,7,3,4,1,0,0,15,39
40,2,245529,12,0,9,1,4,0,0,0,40,39
43,2,55294,10,2,2,0,4,1,0,0,40,39
36,2,140583,9,0,5,1,4,1,0,0,40,39
41,2,79797,9,3,9,1,1,1,0,0,40,24
72,6,113044,9,6,14,1,4,1,0,0,30,39
20,2,283499,10,4,13,3,4,1,0,0,30,39
41,1,51111,13,6,0,1,4,0,0,0,40,39
34,2,232475,10,0,3,1,4,1,0,0,50,39
48,2,176140,7,0,7,4,2,0,0,0,40,39
27,2,301654,9,4,3,3,4,0,0,0,40,39
35,2,376455,10,2,3,0,4,1,15024,0,60,39
28,6,192569,9,4,14,3,2,1,0,0,40,39
27,2,229803,9,4,2,3,2,1,0,0,40,39
20,2,337639,10,4,11,3,4,1,0,0,40,39
18,2,130849,10,4,11,3,4,0,0,0,15,39
32,2,296282,13,2,11,0,4,1,0,0,40,39
38,2,266645,14,2,3,0,4,1,0,0,60,39
23,5,110128,10,4,7,3,4,1,0,0,40,39
28,2,90196,13,2,3,0,4,1,0,0,45,39
40,5,40024,15,2,9,0,4,1,0,0,38,39
35,2,144322,9,0,6,4,4,0,0,0,40,39
74,3,162340,10,6,3,4,4,1,0,0,40,39
28,2,169069,9,4,2,3,4,1,0,0,40,39
23,2,113601,10,4,5,3,4,1,0,0,30,39
20,4,157145,10,4,4,3,4,1,0,2258,10,39
44,2,111275,9,0,6,4,2,0,0,0,56,39
46,1,102076,9,0,0,4,4,0,0,0,25,39
20,6,182117,10,4,14,3,4,1,0,0,40,39
51,4,145409,13,2,11,0,4,1,15024,0,50,39
40,2,190122,10,5,0,1,4,0,0,0,40,39
48,2,331482,15,2,12,0,4,1,0,1977,40,39
60,4,170114,5,2,4,0,4,1,0,1672,84,39
48,3,193188,13,2,3,0,4,1,0,0,40,39
46,1,267588,13,2,9,5,4,0,0,0,70,39
48,3,200471,13,2,3,0,4,1,0,0,40,39
22,6,175586,9,4,14,4,2,0,0,0,35,39
24,1,322658,13,4,9,1,4,0,0,0,40,39
45,5,263982,10,0,9,4,4,0,0,0,40,39
18,2,266287,8,4,11,3,4,0,0,0,35,39
39,2,278187,9,2,6,0,4,1,0,0,40,39
65,3,81413,9,2,4,0,4,1,0,2352,65,39
22,2,221745,10,0,6,3,4,0,0,0,40,39
20,2,140764,10,4,7,3,4,0,0,0,20,39
28,2,206351,10,2,11,0,4,1,0,0,40,39
46,2,176814,15,2,9,0,4,1,99999,0,50,39
42,1,245307,13,2,3,0,4,1,0,1977,48,39
61,5,124971,16,2,9,0,4,1,0,0,40,0
28,2,119545,10,2,3,3,4,1,7688,0,50,39
18,2,179203,10,4,11,3,4,0,0,0,20,39
24,0,44075,13,4,9,1,1,1,0,0,40,39
45,2,178319,16,2,9,0,4,1,0,0,56,39
24,2,219754,9,4,0,3,4,1,0,0,40,39
44,2,198316,13,2,3,0,4,1,15024,0,50,39
20,2,168165,10,4,7,3,4,1,0,0,30,39
35,2,356838,10,2,12,0,4,1,2829,0,55,31
52,3,210736,13,2,11,0,4,1,0,0,60,39
25,2,173212,12,4,4,1,4,1,2354,0,45,39
35,6,169809,13,2,14,0,4,1,0,0,20,39
54,2,197481,10,0,0,4,4,0,0,0,40,39
21,2,155066,10,4,2,3,4,1,0,0,40,39
26,2,31290,9,2,0,5,4,0,0,0,40,39
42,2,54102,11,0,0,4,4,0,0,0,40,39
19,2,181546,10,4,0,3,4,0,0,0,40,39
55,2,153484,14,2,3,0,4,1,0,1977,50,39
44,5,351228,9,2,0,0,4,1,0,0,40,39
25,2,131976,13,4,3,3,4,1,0,0,55,39
26,2,200639,10,2,6,0,4,1,0,0,40,39
64,0,267546,12,5,9,1,4,0,0,0,40,39
41,2,179875,7,0,7,4,3,0,0,0,40,39
25,6,237865,10,4,14,3,2,1,0,0,40,0
43,2,300528,10,2,13,0,4,1,0,0,40,39
45,2,67716,9,4,2,3,4,1,10520,0,48,39
48,0,326048,13,2,9,0,4,1,0,0,44,39
60,2,191188,9,2,13,0,4,1,0,0,40,39
45,4,32172,10,4,4,1,4,1,0,0,50,39
51,2,252903,6,2,11,0,4,1,0,1977,40,39
37,0,334314,9,0,0,4,4,0,0,0,40,39
22,2,83704,10,4,0,3,4,1,0,0,30,39
44,2,160574,9,2,2,0,4,1,0,0,65,39
27,2,203776,9,2,2,0,4,1,0,0,50,39
47,1,328610,9,2,2,0,4,1,0,0,40,39
32,2,295589,14,2,3,0,2,1,0,1977,40,39
40,2,174373,13,2,3,0,4,1,0,0,50,39
41,2,247752,9,2,11,0,4,1,0,0,40,39
32,6,199244,6,0,14,1,4,0,0,0,40,39
26,2,139992,13,4,9,1,4,0,0,0,40,39
47,2,95680,10,2,3,0,1,1,0,0,40,39
55,3,189933,9,2,3,0,4,1,0,0,45,39
38,2,498785,9,2,5,0,4,1,0,0,40,39
24,5,177526,13,4,9,1,4,1,0,0,15,39
64,4,150121,16,2,3,0,4,1,0,0,25,39
56,0,130454,13,2,9,0,4,1,0,0,40,39
41,2,119079,9,2,11,0,4,1,0,0,49,39
33,2,220939,9,2,11,0,4,1,7298,0,45,39
33,2,94235,15,4,9,3,4,1,0,0,42,39
21,2,305874,10,2,7,0,4,1,0,0,40,39
59,1,62020,9,6,2,1,2,1,0,0,40,39
58,2,235624,11,2,3,0,4,1,0,0,40,11
43,1,247514,14,0,9,4,4,1,0,0,40,39
21,2,275726,9,4,2,3,2,1,0,0,40,39
45,2,72896,9,4,6,1,4,1,0,0,40,39
53,1,110510,9,2,3,5,4,0,0,0,50,39
41,2,173938,15,2,0,0,4,1,0,0,50,0
27,2,200641,6,2,3,5,4,0,0,0,40,26
53,2,211654,10,2,2,0,4,1,0,0,50,0
38,2,242720,14,2,9,0,4,1,0,0,35,39
31,2,111567,13,2,3,0,4,1,0,0,70,39
